id,name,category,action,label,totalEvents,uniqueEvents,eventValue
3318416,C��cile d.,brands,unfollowed,3318416,1,1,0
3343327,Eater.com,brands,unfollowed,3343327,1,1,0
3348812,Time Out M.,brands,unfollowed,3348812,1,1,0
3357729,FMXOnline,brands,unfollowed,3357729,1,1,0
3358174,IHRA,brands,unfollowed,3358174,1,1,0
3400565,China Daily U.,brands,unfollowed,3400565,1,1,0
340702,Visit Indiana,brands,unfollowed,340702,1,1,0
347482,The Onion,brands,unfollowed,347482,1,1,0
3483778,Cubavera,brands,unfollowed,3483778,1,1,0
3500370,Tallahassee Democrat,brands,unfollowed,3500370,1,1,0
352703,SPIN,brands,unfollowed,352703,1,1,0
3534006,NHL,brands,unfollowed,3534006,1,1,0
360215,The New York Times,brands,unfollowed,360215,1,1,0
3602992,Liberty University,brands,unfollowed,3602992,1,1,0
3648478,Algonquin H.,brands,unfollowed,3648478,1,1,0
3685114,Light The Night NY,brands,unfollowed,3685114,1,1,0
3760650,Finger Lakes Wine Country,brands,unfollowed,3760650,1,1,0
3838334,REDBOOK,brands,unfollowed,3838334,1,1,0
3968757,Catraca Livre,brands,unfollowed,3968757,1,1,0
398871,Live Nation,brands,unfollowed,398871,1,1,0
4049899,Teen Vogue,brands,unfollowed,4049899,1,1,0
4085980,American University,brands,unfollowed,4085980,1,1,0
4107726,Atlanta Hawks,brands,unfollowed,4107726,1,1,0
4192126,Atlanta Thrashers,brands,unfollowed,4192126,1,1,0
4215070,Clube do Assinante O Globo,brands,unfollowed,4215070,1,1,0
4236123,eMusic,brands,unfollowed,4236123,1,1,0
4237709,Fashism,brands,unfollowed,4237709,1,1,0
4250163,Morgans Hotel Group,brands,unfollowed,4250163,1,1,0
4269226,La Biennale di Venezia,brands,unfollowed,4269226,1,1,0
4278043,UAlberta,brands,unfollowed,4278043,1,1,0
4354366,Nashville Predators,brands,unfollowed,4354366,1,1,0
4379154,Aspen Snowmass,brands,unfollowed,4379154,1,1,0
4427819,Lewis U.,brands,unfollowed,4427819,1,1,0
4501311,OUTMUSIC A.,brands,unfollowed,4501311,1,1,0
4572451,Alumni U.,brands,unfollowed,4572451,1,1,0
4582409,San Diego's Bowl Games,brands,unfollowed,4582409,1,1,0
4697764,UCLA,brands,unfollowed,4697764,1,1,0
4730845,Sony Ericsson Football,brands,unfollowed,4730845,1,1,0
4804357,Duke University,brands,unfollowed,4804357,1,1,0
48281,SFBART,brands,unfollowed,48281,1,1,0
4832793,Alexander County,brands,unfollowed,4832793,1,1,0
4852779,Decibel M.,brands,unfollowed,4852779,1,1,0
4876096,Philippine Airlines |.,brands,unfollowed,4876096,1,1,0
4922115,Gunadarma U.,brands,unfollowed,4922115,1,1,0
4960697,The University of Scranton,brands,unfollowed,4960697,1,1,0
4960906,NAACP,brands,unfollowed,4960906,1,1,0
5094767,MIT,brands,unfollowed,5094767,1,1,0
660771,MTV,brands,unfollowed,660771,1,1,0
680644,Hilton Grand Vacations,brands,unfollowed,680644,1,1,0
742542,Time Out New York,brands,unfollowed,742542,1,1,0
744696,Red Bull,brands,unfollowed,744696,1,1,0
749968,Gossip Girl,brands,unfollowed,749968,1,1,0
83989,Robert M.,brands,unfollowed,83989,1,1,0
843848,Time Out C.,brands,unfollowed,843848,1,1,0
891126,HotelChatter,brands,unfollowed,891126,1,1,0
901653,InStyle,brands,unfollowed,901653,1,1,0
922746,Ken B.,brands,unfollowed,922746,1,1,0
